Optimal solution 521
Seed 12020330
Number of iterations 8000
Number of cars 7
Best Solution:	[[6, 50, 10, 31, 40, 11, 34, 46, 16, 45, 38, 18], [12, 39, 17, 51, 35, 22, 30, 3, 23, 2, 33], [28, 49, 9, 27, 32, 29, 4, 37, 36, 21, 47], [19, 5, 14, 42, 20, 41, 43, 48], [13, 26, 15, 25, 44, 8, 24, 7]]	551.5523696475648	7.260360451372762	23

iteration	paths	result	hipotesis 1	hipotesis 2
1	[[12, 33, 3, 30, 22, 51, 17, 10, 39, 50], [20, 42, 14, 26, 15, 7, 25, 24], [41, 5, 18, 38, 45, 16, 46, 34, 40, 31, 35, 11], [44, 8, 32, 29, 23, 2, 28, 47, 6, 13], [21, 36, 37, 4, 9, 27, 49, 19], [48, 43]]	747.3562552720346	61.44379544488628	183
2	[[43, 45, 16, 46, 34, 40, 11, 31, 51, 17, 2, 33], [44, 25, 24, 8, 9, 32, 4, 21, 36, 37], [49, 7, 15, 26, 14, 42, 20, 41, 38], [12, 39, 50, 10, 22, 35, 30, 28, 47, 13], [19, 5, 18, 6, 48, 23, 3, 29, 27]]	727.6143939418835	18.398779406185213	23
4	[[19, 5, 48, 13, 47, 12, 39], [40, 11, 6, 28, 49, 9, 27, 8, 24, 25, 44], [32, 29, 4, 21, 36, 37, 30, 17, 51, 10, 50], [16, 38, 18, 45, 43, 42, 20, 41, 14, 26], [46, 34, 31, 35, 22, 3, 23, 2, 33, 7], [15]]	712.4830492885748	82.52563432887946	183
6	[[37, 36, 21, 4, 29, 32, 9, 27, 8, 24], [6, 50, 10, 39, 12, 33, 2, 23, 3, 17], [26, 15, 25, 49, 7, 28, 47, 13], [43, 42, 20, 41, 14, 19, 5, 48, 18], [34, 46, 16, 45, 38, 11, 40, 31, 51, 35, 22, 30], [44]]	708.5906251901775	48.78754372704243	183
7	[[18, 45, 16, 46, 34, 11, 40, 31, 35, 51, 17], [24, 8, 9, 27, 32, 29, 4, 21, 36, 37], [39, 12, 33, 2, 23, 3, 30, 22, 10, 50, 6], [43, 20, 42, 14, 26, 15, 25, 44, 7], [41, 5, 19, 48, 13, 47, 28, 49, 38]]	669.200320215713	31.777825902380073	23
11	[[39, 12, 33, 2, 23, 3, 30, 22, 17, 51, 35], [38, 45, 16, 46, 34, 11, 40, 31, 10, 50, 6], [4, 21, 36, 37, 29, 32, 27, 9, 8, 24], [19, 5, 18, 48, 13, 47, 28, 49, 7], [44, 25, 15, 26, 14, 42, 20, 43, 41]]	628.2732686898182	33.368813402747165	23
20	[[6, 50, 10, 31, 40, 11, 34, 46, 16, 45, 38, 18], [23, 2, 33, 12, 39, 17, 51, 35, 22, 30, 3], [41, 43, 20, 42, 14, 26, 15, 25, 24], [44, 8, 9, 27, 32, 29, 4, 21, 36, 37], [7, 49, 28, 47, 13, 48, 5, 19]]	619.1192994491622	42.39405035063696	23
25	[[39, 12, 33, 2, 23, 3, 30, 22, 35, 51, 17], [18, 38, 45, 16, 46, 34, 11, 50, 10, 31, 40, 6], [37, 36, 21, 4, 29, 32, 27, 9, 49, 28, 47], [13, 48, 5, 19, 26, 15], [7, 24, 8, 44, 25, 14, 42, 20, 43, 41]]	600.8648590851742	41.741254793674386	23
33	[[28, 49, 9, 27, 32, 29, 4, 21, 36, 37], [19, 26, 15, 25, 44, 8, 24], [6, 50, 10, 31, 40, 11, 34, 46, 16, 45, 38, 18], [39, 12, 33, 2, 23, 3, 30, 22, 35, 51, 17], [42, 20, 43, 41, 14, 5, 48, 13, 47], [7]]	592.8406306125426	76.00326326677433	183
80	[[17, 51, 35, 22, 30, 3, 23, 2, 33, 12, 39], [42, 20, 43, 41, 14, 5, 48, 13, 47], [18, 38, 45, 16, 46, 34, 11, 40, 31, 10, 50, 6], [4, 21, 36, 37, 29, 32, 27, 9, 49, 28], [19, 26, 15, 25, 44, 8, 24], [7]]	592.079424793501	75.8763956302674	183
83	[[17, 51, 35, 22, 30, 3, 23, 2, 33, 12, 39], [37, 36, 21, 4, 29, 32, 27, 9, 49, 28], [18, 38, 45, 16, 46, 34, 11, 40, 31, 10, 50, 6], [19, 26, 15, 25, 44, 8, 24], [14, 42, 20, 43, 41, 5, 48, 13, 47], [7]]	591.9165735321964	75.8492537533833	183
86	[[33, 2, 23, 3, 30, 22, 35, 51, 17, 39, 12], [6, 50, 10, 31, 40, 11, 34, 46, 16, 45, 38, 18], [14, 42, 20, 43, 41, 5, 48, 13, 47], [19, 26, 15, 25, 44, 8, 24], [28, 49, 9, 27, 32, 29, 4, 21, 36, 37], [7]]	578.9404844844616	73.68657224542751	183
208	[[33, 2, 23, 3, 30, 22, 35, 51, 17, 39, 12], [19, 26, 15, 25, 44, 8, 24], [36, 37, 21, 4, 29, 32, 27, 9, 49, 28], [18, 38, 45, 16, 46, 34, 11, 40, 31, 10, 50, 6], [47, 13, 48, 5, 42, 20, 43, 41, 14], [7]]	577.8953793912533	73.51238806322613	183
